Worker size,Energy (FA),Energy (MZ),Time (FA),CPU time (FA),Time (MZ),RMSD (FA),RMSD (AA),RMSD (AAS)
A1,2800.815,128.085,21,20.4461,265,15.8998,15.8571,15.9123
A1,4061.295,0.487,22,21.3411,317,15.6227,12.3763,12.4979
A1,503.870,58.504,23,22.9888,335,16.6132,15.4774,15.2166
A1,7141.712,11.658,20,20.2738,228,16.3472,16.6567,16.8284
A1,843.144,33.112,17,16.2802,269,21.045,17.5691,18.2449
A1,941.940,49.987,16,15.8915,303,13.8022,8.25992,7.5047
A1,1072.482,-30.566,20,19.773,386,17.73,17.514,18.3686
A1,745.993,-21.715,21,20.7244,248,11.9768,10.6298,11.0829
A1,2426.422,43.111,18,18.8409,345,14.014,16.379,16.3883
A1,538.150,21.428,18,17.9985,197,17.4933,18.3748,17.9188
A1,836.000,-6.371,18,17.3707,241,18.1012,18.277,17.8087
A1,750.747,-65.382,16,16.1246,300,13.3676,6.26522,5.66392
A1,1596.739,-51.508,15,14.7293,174,11.782,9.44843,9.06754
A1,652.742,118.206,18,17.9334,291,15.5732,11.8695,11.8109
A1,1154.198,-11.448,20,20.7563,379,19.0921,13.4831,13.7004
A1,587.191,-52.084,15,15.3177,312,16.4485,9.46603,9.9241
A1,521.682,142.871,18,18.3283,271,13.1286,10.9487,10.0225
A1,890.215,55.190,17,17.3409,370,14.2936,14.8057,14.8251
A1,885.400,-73.945,19,19.0311,313,15.2148,13.4249,12.4924
A1,4029.710,-13.515,19,19.2601,240,17.028,11.8069,11.844
A1,2646.262,88.941,17,17.12,300,15.4398,13.5962,13.4226
A1,2891.039,-80.842,19,18.5308,287,16.1402,16.2741,15.9314
A1,968.634,19.700,18,18.2724,294,16.8115,12.1532,12.1386
A1,1213.256,8.551,15,15.6215,303,18.0692,18.2003,18.4757
A1,1786.349,-37.045,21,20.9772,344,17.1296,11.9519,11.2927
A1,945.382,1.375,18,17.8235,369,13.1857,10.6431,10.0611
A1,609.856,17.663,20,20.5394,231,13.9933,11.4962,11.6913
A1,994.656,219.935,21,20.7327,274,16.7913,15.6616,16.7967
A1,533.053,-77.632,18,17.8426,205,13.7588,11.6773,11.3582
