Worker size,Energy (FA),Energy (MZ),Time (FA),Time (MZ),RMSD (FA),RMSD (AA),RMSD (AAS)
B2,-51.271,31.786,2,120,11.3806,11.9734,11.0951
B2,-26.366,-3.842,2,62,11.0182,9.50793,9.01247
B2,-107.873,-18.933,1,18,7.54672,6.86587,4.97653
B2,-50.159,-18.112,2,34,9.56335,8.59276,7.40995
B2,-67.409,39.666,2,43,5.72993,4.41355,3.30327
B2,-71.976,21.669,1,58,7.43445,6.52441,5.00729
B2,-67.450,46.988,2,60,11.1129,10.5792,9.70874
B2,-77.615,59.388,2,32,6.51761,6.5753,3.9443
B2,-68.283,-30.083,2,46,7.4362,7.22661,4.4317
B2,-104.773,-7.857,2,46,6.48467,5.83424,3.93099
B2,-107.923,30.777,2,58,5.10613,4.01806,2.91768
B2,-74.931,-8.833,2,36,4.72371,4.47554,3.89112
B2,-40.705,-35.541,1,35,6.49502,6.49994,4.61592
B2,-35.126,14.654,2,85,10.5506,10.421,9.9252
B2,-52.150,-29.572,2,28,5.9454,4.02432,3.09095
B2,-63.052,-16.226,2,34,6.41994,4.65536,3.36953
B2,-17.263,-6.560,1,48,12.7463,12.0998,11.7849
B2,-48.492,-5.106,2,28,12.7369,13.378,12.9903
B2,-107.130,-29.405,2,34,9.75319,9.54734,8.12379
B2,-16.852,-33.642,2,61,7.95466,5.97187,3.97129
B2,-67.965,-28.969,2,43,11.2418,10.2869,8.44766
B2,-111.810,-41.909,2,57,4.33142,3.78446,3.16359
B2,-70.669,-20.986,1,18,6.32329,5.75348,4.16953
B2,-57.026,13.993,2,63,11.5487,12.0515,11.1068
B2,-84.907,2.925,1,22,6.10351,5.81648,4.1727
B2,-70.175,-18.842,2,28,5.41989,5.38059,3.68108
B2,10.524,-10.179,2,53,5.8743,5.1179,4.17264
B2,31.023,-0.820,2,37,10.4735,8.03058,4.94919
B2,-120.584,-22.310,1,41,4.83571,4.96329,4.3415
B2,-113.732,-6.427,2,24,5.93137,5.96134,4.26256
B2,-16.019,-25.023,1,61,6.66851,6.35186,5.22769
B2,-66.442,-28.316,2,43,8.80462,7.06402,5.33319
B2,-16.012,-15.404,1,63,7.25323,7.16765,5.0652
B2,-81.201,2.480,2,54,6.80863,6.76019,4.87229
B2,-132.641,-25.426,2,59,4.73511,3.65714,2.71262
B2,-5.433,448.701,2,117,7.25898,7.25898,5.54107
B2,-28.043,0.506,2,50,10.8565,11.3431,10.9627
B2,-99.256,-27.171,2,15,7.92061,6.98186,4.6313
B2,-18.871,-6.729,2,16,9.0451,8.42798,7.55994
B2,15.074,104.576,2,45,9.42557,8.74752,9.10896
B2,-30.939,-3.168,2,43,12.3779,11.9715,11.5296
B2,-33.041,85.547,2,80,8.50914,8.34789,8.31351
B2,46.622,7.274,2,72,9.25998,8.27329,8.25739
B2,-55.096,1.200,2,98,9.56713,9.29364,8.77417
B2,-77.544,-3.417,2,34,8.06035,7.17235,4.21715
B2,-90.660,-30.468,2,26,6.14075,5.71512,3.66494
B2,-56.872,19.801,2,47,12.5133,12.4164,12.0364
B2,-105.815,-31.604,1,38,3.35524,3.82331,3.34601
B2,-29.903,-10.186,2,89,11.2427,9.54899,7.15694
B2,-88.741,-32.607,2,43,5.20678,4.28994,3.38499
B2,-71.652,-21.199,1,21,10.3833,9.56031,8.6978
B2,29.358,-8.357,2,55,13.4586,13.4844,13.1954
B2,-66.373,22.297,2,53,10.9567,10.1766,7.84318
B2,-102.257,-21.151,2,26,4.71452,4.51666,3.62221
B2,-26.026,-11.871,2,128,10.1967,10.1743,9.51697
B2,-115.254,-23.983,2,48,4.70331,4.3786,3.81842
B2,-70.408,20.386,1,30,10.0404,10.4676,10.4485
B2,-74.427,-26.343,2,36,8.22717,6.89526,4.23278
B2,-2.223,13.819,2,67,9.26691,9.77015,9.22684
B2,-77.548,17.008,2,58,5.44061,5.05477,3.09417
B2,-109.344,-24.458,2,54,4.64828,3.55693,2.15658
B2,-17.091,20.792,2,52,9.51807,8.83143,8.46184
B2,-33.196,5.158,2,56,11.0619,10.5066,7.74216
B2,-75.738,2.544,2,39,13.0689,13.0781,12.4147
B2,-22.842,84.716,1,44,8.262,5.90607,4.4462
B2,19.975,-11.930,1,70,14.2093,12.0978,11.0426
B2,-43.791,-17.512,1,51,11.1829,10.2559,9.25759
B2,-64.651,-12.282,2,26,7.98681,6.62422,6.18748
B2,-58.460,-27.679,2,26,8.03126,7.5262,5.78694
B2,-103.643,-26.606,2,35,5.31604,5.67744,4.3737
B2,-84.916,7.178,2,64,6.44743,5.7101,3.56839
B2,89.162,4.799,2,60,10.8526,9.67245,9.76964
B2,-4.147,-4.398,2,92,12.8802,12.2768,12.1327
B2,-23.442,-33.519,2,57,10.3634,10.2201,8.00365
B2,-60.964,-34.895,2,49,4.44571,4.91657,4.11275
B2,-123.032,-15.060,1,37,6.66612,6.44923,4.55584
B2,-5.106,28.812,2,22,12.7977,12.0773,10.2042
B2,-19.108,-8.200,1,46,7.68915,7.11825,5.11021
B2,-63.931,-24.367,2,34,8.69252,7.98642,5.71449
B2,-72.983,-29.714,2,33,8.06723,6.60921,5.935
B2,-63.800,-11.277,1,64,11.0856,11.9566,11.1143
B2,-38.912,40.454,2,38,12.8821,11.115,11.0231
B2,-13.079,4.498,2,30,13.0895,11.7968,10.8804
B2,85.037,24.214,2,46,14.1118,13.4877,13.6816
B2,-29.436,-15.984,1,32,5.72877,5.9408,4.12403
B2,-103.275,-12.679,2,51,5.53836,4.66344,3.70766
B2,-44.243,-23.714,1,48,8.21221,6.24274,3.36132
B2,-106.331,-17.921,1,25,7.54629,7.17846,5.68492
B2,-5.728,-25.511,1,52,7.70401,7.51431,4.73112
B2,6.596,-12.925,1,59,9.8305,8.42904,6.97784
B2,36.866,74.347,2,70,7.12832,8.37437,6.99099
B2,-104.216,12.530,2,28,4.36718,4.50882,3.69038
B2,-85.532,0.667,2,16,7.79158,7.135,5.55831
B2,-78.200,76.514,2,39,4.80255,3.74007,3.1205
B2,-26.496,5.908,2,71,7.34422,6.19669,6.03583
B2,-91.441,-33.397,2,36,7.87748,6.80054,4.37674
B2,-100.349,-18.827,2,34,5.51033,5.19073,4.00422
B2,-8.443,31.089,2,56,10.8185,10.183,7.59154
B2,-80.806,-21.275,1,37,8.27452,8.50512,6.05661
B2,-62.205,-0.569,2,42,11.8066,12.3001,10.8789
B2,10.165,-10.137,1,41,13.1729,12.6445,11.994
B2,-48.816,-13.360,1,52,11.3639,11.0929,10.5857
B2,31.055,43.742,2,45,9.48654,8.13466,7.49051
B2,-55.623,-19.433,1,38,9.27905,7.22834,4.41732
B2,2.569,-23.733,2,43,7.44317,7.61844,4.83931
B2,-23.012,92.697,2,61,6.3152,4.88731,4.19753
B2,-48.455,3.149,2,53,13.2582,13.6017,13.6216
B2,-94.232,-28.736,1,29,7.2488,6.97403,4.7388
B2,-65.368,5.028,1,68,8.64245,8.29688,7.44471
B2,-21.126,15.658,1,52,11.7184,11.3601,10.8242
B2,-21.378,25.766,1,65,10.5559,10.5947,9.49919
B2,-51.073,-16.615,2,40,13.7556,13.5508,13.3614
B2,-2.330,-1.385,2,43,8.33524,7.57331,6.43601
B2,-33.844,2.361,2,70,13.5613,13.7158,13.5816
B2,-27.067,-7.108,2,55,10.0581,10.1853,9.77619
B2,14.275,-6.354,2,43,12.6552,10.8373,8.79783
B2,-37.944,-15.102,2,36,7.57545,6.16675,4.63467
B2,-31.664,14.848,2,60,7.95144,7.49612,6.91872
B2,-38.731,31.984,2,28,10.436,10.4436,10.2545
B2,-13.545,10.772,2,31,10.5362,10.0284,9.17683
B2,-59.365,12.747,2,33,10.1151,10.0602,9.43072
B2,-25.009,-13.008,2,45,12.7379,12.5764,12.6317
B2,-28.744,-13.569,1,60,7.38449,6.96624,5.34498
B2,-41.443,-7.626,2,24,7.17816,6.56465,5.29606
B2,-90.866,-29.954,2,36,7.84335,7.07421,4.4763
B2,-92.445,5.394,1,43,12.9426,13.1274,11.5619
B2,-70.022,16.799,2,56,9.95825,9.81415,8.41258
B2,-107.572,62.905,2,23,7.74949,7.61838,4.44531
B2,-26.104,-2.411,2,15,11.1142,9.2713,7.68371
B2,11.913,22.281,2,54,9.48945,8.86975,7.68834
B2,-20.947,27.282,2,63,7.86073,7.08158,5.0613
B2,-75.552,-2.333,2,35,10.8611,10.8472,10.5262
B2,-32.365,1.541,2,42,11.236,10.8957,10.4987
B2,-12.617,-12.310,2,24,4.68193,4.33062,3.56534
B2,-74.117,22.826,1,39,12.463,12.3211,12.1861
B2,-56.313,-0.671,2,19,6.71525,5.79281,4.11667
B2,-51.164,93.214,2,23,5.61413,4.63312,3.63292
B2,-67.324,7.477,2,58,7.30305,5.66802,4.5229
B2,-12.174,41.720,2,96,11.4058,9.88081,9.18028
B2,-62.955,-7.995,1,49,12.4753,12.0219,11.6155
B2,-57.947,-2.200,1,36,13.7428,12.8897,11.962
B2,-106.003,1.801,2,51,7.43668,6.90069,4.86539
B2,-52.778,1.708,1,42,10.024,9.90773,9.07934
B2,-71.742,-11.236,2,44,10.9572,12.3118,11.6435
B2,-55.467,-15.535,2,54,7.43362,4.66076,4.30825
B2,-103.115,-6.132,2,65,5.40883,5.11603,3.68866
B2,-66.270,-2.267,1,63,11.4345,13.1022,13.0718
B2,-14.513,15.024,2,82,9.91385,10.7764,10.0238
B2,-63.817,-24.148,1,45,7.35295,7.25986,4.85596
B2,-51.796,0.814,2,61,11.6439,12.1424,12.3966
B2,-99.723,45.803,2,43,7.78315,7.01466,5.39685
B2,-86.379,-19.784,2,65,5.0763,4.70077,3.42963
B2,-90.085,-20.214,2,54,5.43258,4.49125,3.46687
B2,-30.618,10.674,2,55,10.4543,10.3856,9.43495
B2,-92.039,-15.742,2,47,6.20753,6.32107,5.01766
B2,-72.734,-23.814,1,37,6.43724,6.63553,4.77914
B2,44.044,12.923,2,55,7.23498,6.93088,6.03308
B2,-22.449,19.177,2,98,9.59848,9.61402,8.93446
B2,-77.546,-26.103,2,36,4.53673,4.55156,4.07978
B2,-120.396,5.070,1,39,5.40393,5.02208,3.66374
B2,-46.885,-6.001,1,40,12.0113,12.4095,11.3494
B2,-8.979,0.046,2,39,11.3064,9.75812,8.99722
B2,-106.029,-21.720,2,27,8.58072,8.24692,7.59218
B2,-85.386,46.152,2,35,7.20688,7.47805,5.67246
B2,-55.160,-29.228,2,69,7.72753,7.50853,5.05049
B2,-67.632,-16.833,2,76,4.82022,3.95242,2.87825
B2,-86.795,2.373,1,26,13.5844,13.3267,13.1851
B2,-83.043,-23.007,2,47,10.672,9.80827,8.36044
B2,-30.703,2.096,2,41,9.79153,8.39333,6.71104
B2,-127.450,-33.635,1,40,4.00427,3.88693,2.93825
B2,-98.283,-24.852,2,66,6.40707,6.43088,4.80114
B2,-23.443,-15.044,2,52,11.6484,11.4099,8.56192
B2,-77.722,-22.345,2,46,11.5892,12.0432,10.986
B2,-69.185,-31.934,2,70,6.29175,5.66949,2.91529
B2,2.352,31.046,1,57,8.10974,4.67133,4.24689
B2,-40.679,-16.859,2,36,7.97942,7.88891,7.08038
B2,4.380,3.954,2,70,7.12959,7.45241,4.8638
B2,-22.726,-3.945,2,47,12.0554,10.7414,8.93118
B2,-15.045,34.207,2,28,7.25428,6.25594,5.58086
B2,-112.724,-25.309,2,36,5.63968,5.06252,4.48082
B2,-103.440,48.593,1,27,5.44617,4.78811,3.13953
B2,-59.798,11.099,2,53,11.2956,10.8298,10.5509
B2,-29.135,-22.587,1,54,7.22515,6.09878,4.93016
B2,-104.294,-15.247,2,31,3.9281,3.86267,2.84754
B2,31.279,-5.760,2,44,11.6639,9.99981,9.23565
B2,-120.263,1.212,2,22,4.99958,4.99815,3.46804
B2,-75.731,-22.614,2,61,5.83547,5.26092,3.77385
B2,-67.811,1.941,2,51,10.1716,11.3466,11.0112
B2,-35.735,-8.382,2,25,7.08896,6.71658,6.50765
B2,-86.266,-20.546,2,36,8.12682,7.20356,5.50149
B2,-107.362,-18.344,2,41,7.40526,6.73166,4.87994
B2,-1.282,54.023,2,58,11.4556,12.7678,10.4678
B2,-118.910,-4.224,2,26,5.64441,5.47854,3.54962
B2,-86.635,-10.329,2,30,8.04634,7.70308,7.32479
B2,-103.102,-25.946,1,36,6.19912,4.70638,3.02874
B2,-73.157,13.778,2,44,7.25646,6.32929,4.47447
B2,-6.547,-10.612,2,68,10.6696,9.179,8.43955
B2,-103.645,-10.024,1,55,8.15737,7.83662,5.46784
B2,8.501,-21.534,2,52,10.8433,10.219,10.1714
B2,-46.231,144.037,2,67,6.58535,6.36288,4.2862
B2,-90.336,-21.953,2,52,6.44504,6.09408,5.41182
B2,-98.152,30.097,2,71,3.71146,3.21155,2.25636
B2,-108.778,-29.271,2,61,7.16073,6.17226,3.76961
B2,-57.453,8.846,2,33,10.4055,10.9278,10.5872
B2,-80.983,-4.787,2,48,10.7407,11.1022,9.91962
B2,-50.886,-17.307,1,54,13.0856,12.7567,13.1449
B2,-59.648,-2.623,2,70,10.5763,10.5078,9.9444
B2,-82.037,-9.901,2,19,8.97505,8.40253,6.29059
B2,-61.242,34.964,1,31,8.80143,8.22796,6.847
B2,-0.195,21.184,2,65,8.11703,7.14395,6.03736
B2,-79.885,-2.779,2,47,11.4999,10.3552,9.49199
B2,-106.518,-6.620,2,21,5.98049,5.46494,4.30101
B2,-48.241,-16.123,2,41,12.9277,12.1602,10.6109
B2,-54.924,-11.991,2,42,10.0568,9.92864,8.16723
B2,-10.343,-17.119,2,30,8.8592,8.00027,7.19411
B2,-76.568,-3.977,2,44,6.79068,6.94321,4.93736
B2,-12.030,-7.595,2,62,10.5314,8.67164,5.89678
B2,-78.749,-15.647,2,27,9.7636,9.18836,7.23168
B2,-72.179,25.770,2,57,10.9094,11.1503,10.9015
B2,-63.426,-4.306,2,33,11.2242,11.5145,10.9968
B2,-86.743,-20.487,1,50,7.04709,6.36275,5.95302
B2,-48.645,1.471,2,67,12.0986,12.8554,12.0749
B2,-93.161,-5.970,2,72,7.95077,8.01922,6.95948
B2,-95.969,-16.176,2,25,8.50146,8.20347,5.00597
B2,-99.676,-18.658,2,46,6.20345,6.11975,3.45841
B2,-102.746,-30.133,2,50,5.80462,5.58495,3.1438
B2,-53.606,12.725,2,53,10.5092,10.2046,9.28316
B2,-23.571,-6.235,2,108,12.0485,11.9279,11.8109
B2,-95.453,-18.135,2,18,6.82219,6.58511,4.1734
B2,-88.758,-21.550,2,40,6.35799,6.38699,5.50838
B2,-43.438,47.231,2,47,12.3475,11.8683,12.1697
B2,90.217,-16.012,2,93,8.33215,7.1145,6.56221
B2,-0.371,-17.414,1,75,10.9035,10.2361,8.83409
B2,-53.813,-11.854,1,30,8.53907,8.13094,7.03296
B2,-60.635,-15.762,2,68,8.11031,6.76604,4.67366
B2,-33.973,-7.275,2,38,11.3506,11.7619,11.3675
B2,-98.865,-15.960,1,53,5.91878,5.70916,3.78485
B2,-92.595,-19.456,2,19,7.84294,6.94607,4.81977
B2,-97.541,-22.514,2,37,4.52804,2.94739,2.45404
B2,-88.389,-2.874,2,37,5.90552,4.62751,3.15617
B2,-96.055,-26.455,2,43,6.44723,6.67772,5.4471
B2,-17.366,-0.792,1,59,10.0539,8.69632,7.00333
B2,-106.861,-16.623,2,42,6.66435,6.23229,4.32295
B2,-103.210,51.948,2,65,6.73367,5.47139,3.81794
B2,-87.923,-8.298,1,52,5.72533,5.78441,4.51183
B2,-33.197,0.788,2,32,10.9181,10.9012,10.3571
B2,-60.578,-4.323,2,27,10.37,10.2044,9.24295
B2,-39.359,16.522,2,29,8.29606,6.94447,6.5101
B2,-71.739,-18.462,2,27,6.77967,6.42048,4.14962
B2,16.532,49.929,2,38,10.98,8.66738,8.65482
B2,-49.019,-1.031,2,50,10.683,9.91543,9.14435
B2,-51.938,-24.862,2,32,7.19157,6.35794,4.53449
B2,-15.566,-24.453,1,59,8.16548,7.63725,7.32054
B2,-76.762,42.609,2,57,5.80938,4.18856,3.37056
B2,-33.590,6.872,1,20,9.38165,7.86826,7.55392
B2,-1.734,-8.239,2,50,7.88168,8.07101,7.12935
B2,-108.170,-4.787,2,31,5.34165,5.16858,4.18725
B2,-66.575,10.581,2,28,11.6089,11.9853,11.9561
B2,-55.423,-30.430,2,42,8.03751,6.66698,4.70774
B2,-9.595,-18.139,1,33,8.00842,5.77283,5.51615
B2,-91.460,-30.631,2,51,6.38316,5.75112,2.85159
B2,-0.715,-19.470,1,139,7.38771,7.62535,4.93025
B2,-11.362,-18.936,2,61,11.196,10.3161,7.97814
B2,-95.709,-11.404,2,21,5.08408,4.31188,3.47643
B2,-10.140,54.637,2,34,7.88251,7.63251,6.84037
B2,-8.669,5.558,2,34,11.4666,11.1439,10.1931
B2,-114.156,-23.492,1,31,5.93292,5.51708,4.56233
B2,-62.069,-32.757,2,43,6.4272,6.28188,4.07242
B2,-84.941,-22.563,2,27,8.80249,8.18333,6.46862
B2,-0.385,8.508,2,76,7.72582,8.17191,8.29766
B2,-70.487,-12.430,1,34,5.5679,5.543,3.961
B2,-101.770,-31.190,2,24,6.72322,6.65217,4.49301
B2,6.924,65.179,2,71,8.11404,8.05152,5.48458
B2,-74.416,-2.288,2,52,7.59717,7.52094,4.87584
B2,-58.404,-16.149,1,61,10.6031,10.4481,9.72982
B2,-18.053,-14.726,2,45,8.6438,7.30243,5.1425
B2,-28.833,19.702,2,57,11.6244,8.94883,7.92669
B2,-28.454,-16.151,2,112,12.1432,11.7206,11.3508
B2,-64.704,8.568,2,47,13.3995,13.5548,12.1951
B2,-32.400,49.843,2,71,11.2396,11.2133,9.97981
B2,-62.707,-5.685,2,34,11.481,11.109,10.4381
B2,-11.539,-7.840,2,115,12.3674,12.6839,12.2715
B2,-105.411,-9.778,2,16,7.67544,7.0617,5.17841
B2,-132.444,-38.399,2,39,4.16552,3.734,2.97792
B2,-121.002,24.579,2,40,3.96426,3.91949,2.50577
B2,-85.781,-18.649,2,38,7.43127,6.68683,5.27823
B2,-106.241,-14.450,2,28,7.87311,7.53393,5.16734
B2,-33.111,20.382,2,113,11.9308,12.1022,12.0731
B2,-52.675,-6.322,2,19,9.98502,8.76733,7.29577
B2,-69.286,46.277,2,44,12.9113,12.494,11.8976
B2,-6.633,92.448,1,33,7.78572,6.5197,5.51006
B2,-96.431,-17.661,2,50,5.40266,5.40752,3.69942
B2,-85.046,-29.299,2,38,8.17676,7.05631,5.30579
B2,-62.861,26.346,2,66,6.49007,5.82641,4.35603
B2,-82.493,3.073,2,27,6.12736,6.86399,5.15633
B2,-41.396,-16.291,2,71,10.415,10.1445,9.19833
B2,-71.347,-7.002,2,50,7.51135,7.27939,5.63447
B2,-86.405,-32.400,2,57,4.15907,5.03451,3.97202
B2,-35.602,-6.100,1,56,11.7661,11.9334,11.1807
B2,-74.987,-15.982,2,49,9.26121,8.88503,7.06137
B2,-71.308,-8.712,1,64,13.7336,13.5014,13.5979
B2,-101.637,-37.912,2,58,4.84628,2.97223,2.39867
B2,-111.018,31.661,2,33,4.49335,4.18189,3.01106
B2,-59.974,-22.493,2,43,5.76642,4.46547,3.95157
B2,-91.600,-1.873,2,37,3.83085,2.76838,2.37202
B2,-90.478,-27.634,2,27,5.86163,6.59547,5.86241
B2,-62.020,-17.475,2,28,7.11467,6.59605,4.90877
B2,-51.485,-21.413,1,30,9.39773,7.86666,4.60119
B2,-72.196,-24.414,2,57,5.45975,4.81274,3.95112
B2,-93.422,-2.598,2,25,5.25914,4.69837,3.9835
B2,-95.543,-17.969,2,61,8.79928,8.32524,6.36213
B2,-61.587,-30.715,2,44,8.71212,6.70393,4.60034
B2,3.251,66.494,2,69,11.6096,11.6606,11.2898
B2,-42.863,6.442,1,75,11.9823,12.7657,13.239
B2,-103.757,-9.386,1,37,4.43562,4.27058,3.14214
B2,-29.196,-15.765,2,53,7.83802,8.86853,6.93062
B2,-37.826,-25.640,2,39,11.7871,11.0641,9.3388
B2,-116.161,-22.792,2,74,7.5267,7.45395,5.66969
B2,-96.929,-22.098,1,53,5.04214,5.09134,3.71896
B2,-21.395,34.262,2,45,10.9111,10.9988,10.8377
B2,-7.957,-13.019,2,106,11.5549,11.7542,11.6809
B2,-101.248,-18.613,1,28,10.2338,10.23,8.80689
B2,-61.443,-7.404,2,43,5.80857,5.74737,4.09995
B2,-81.377,21.582,2,20,6.24623,6.32471,4.3653
B2,-79.129,-29.287,2,39,7.37752,6.3899,4.2672
B2,-5.171,5.454,2,72,9.3725,9.08528,8.76469
B2,-19.970,128.415,2,57,8.43434,8.50071,5.6953
B2,-55.422,-13.676,2,69,5.94396,4.92701,3.89176
B2,19.606,-1.225,2,61,12.8858,12.3715,12.182
B2,-103.735,-23.240,2,36,6.50764,6.49593,4.10129
B2,-103.884,-8.344,2,11,4.81363,4.41365,4.10679
B2,-98.861,-14.015,2,24,7.73213,7.37537,5.72744
B2,-71.722,-22.034,2,47,5.79752,5.5456,3.34622
B2,-64.194,-22.662,2,20,8.75557,8.04028,6.08317
B2,-42.462,-0.273,1,56,9.67426,7.74699,7.10666
B2,-45.104,-8.897,2,45,9.69892,8.36648,7.93072
B2,-88.330,-24.833,2,41,5.3055,4.98625,3.85032
B2,-70.735,-13.217,2,30,5.80776,4.88991,3.99144
B2,-17.123,9.103,1,64,14.6705,13.2865,9.31615
B2,-8.006,17.485,2,87,9.22692,7.70409,5.54777
B2,-8.062,-22.471,2,92,11.6147,10.0969,8.71788
B2,-44.948,21.141,2,102,9.30083,9.0716,8.60306
B2,-96.492,-5.461,1,34,6.70287,6.31352,3.93764
B2,-44.404,3.733,1,40,9.94951,9.73882,9.22866
B2,-6.333,248.610,2,74,10.1628,11.4124,10.594
B2,-82.741,-21.143,2,66,4.98179,4.38558,3.18749
B2,-70.984,67.008,2,68,6.24756,6.34581,4.93757
B2,-31.664,-29.179,1,46,11.5027,8.52774,7.83574
B2,-19.005,1.490,2,63,10.1772,11.0174,10.8078
B2,-99.802,-33.886,2,44,6.75006,7.56432,5.67934
B2,-96.377,-28.281,2,27,8.44018,8.12219,6.58743
B2,-80.318,-3.381,2,38,4.07277,2.95715,2.38075
B2,-96.887,-22.705,2,23,6.93297,6.32255,5.27627
B2,-88.912,-7.327,2,54,8.50906,7.6431,4.71472
B2,-34.459,17.929,2,39,12.9265,13.4243,10.7051
B2,-112.737,-22.666,2,37,4.48927,3.71053,3.12377
B2,-44.811,0.505,2,71,11.3981,12.4237,12.5771
B2,-37.559,-8.381,2,39,7.87966,7.39207,5.25354
B2,-4.377,-2.383,2,21,9.99238,8.1164,7.62096
B2,-57.811,-24.766,1,36,9.58206,8.39864,6.53595
B2,-34.914,-11.833,2,66,9.05396,8.9372,8.62261
B2,-92.371,-25.459,2,37,6.64704,5.84473,3.38355
B2,-34.530,0.486,2,91,10.1152,10.9507,10.9781
B2,-31.715,72.208,1,64,14.3151,15.0026,14.364
B2,-94.614,32.772,2,45,5.21442,5.7587,4.4273
B2,-91.751,-33.934,2,33,6.73948,6.62807,3.93583
B2,-70.571,-8.487,2,37,8.28108,7.54502,6.44673
B2,17.414,41.716,1,57,9.64034,8.37587,7.36592
B2,-117.094,-11.635,2,14,4.08903,3.67336,2.99148
B2,-48.512,7.846,1,25,12.9869,12.4023,11.058
B2,-54.416,-12.458,2,45,11.7794,11.7518,11.1244
B2,-26.812,-6.183,1,60,11.4948,10.3624,9.35557
B2,-34.295,20.109,2,60,12.6559,12.7523,12.4827
B2,-84.012,-27.317,2,37,5.67603,4.97013,3.27919
B2,61.703,34.443,2,62,12.6258,11.4456,11.2551
B2,-60.265,-16.100,2,35,6.75666,6.00851,4.25145
B2,-15.946,-7.908,2,84,6.2902,5.02987,3.97015
B2,-27.372,-1.551,1,35,10.9844,10.0236,8.76618
B2,-46.803,63.931,1,39,9.74976,8.86262,8.09413
B2,22.053,-29.697,2,51,8.79892,6.93809,4.14599
B2,-27.661,-5.941,2,100,11.8229,13.0464,12.9105
B2,-80.639,-24.611,2,59,11.0977,10.5871,8.66699
B2,-43.793,-0.641,1,84,9.58458,8.70022,8.44116
B2,-120.278,-28.022,2,67,4.55964,4.12696,3.25519
B2,-100.956,-6.853,1,19,5.41713,5.58891,4.52752
B2,-74.517,-26.386,2,35,7.90565,7.93835,5.0412
B2,-32.224,17.378,1,55,11.748,11.8861,11.6693
B2,-89.802,-21.679,1,60,6.85162,6.01849,4.40759
B2,-114.243,-28.885,2,29,6.12263,5.26294,3.7178
B2,-20.018,3.733,2,48,9.24602,8.57772,7.05001
B2,-29.207,-11.304,2,30,5.84368,4.35307,3.16438
B2,5.173,14.456,2,70,7.96732,8.43081,7.68185
B2,5.116,0.686,2,50,7.25657,7.15876,6.72025
B2,-93.464,-23.403,2,34,7.18553,6.82499,5.29178
B2,-41.815,56.393,1,50,8.69548,6.43052,5.69033
B2,-44.276,-27.708,2,144,12.1796,12.6507,12.5062
B2,-66.841,-18.415,2,44,9.88561,10.1534,10.0142
B2,-58.788,68.523,2,123,11.0549,11.583,11.6117
B2,-23.315,47.409,1,40,8.21833,6.77596,5.61949
B2,-42.514,-41.790,2,65,9.6786,9.24858,7.16052
B2,-69.810,1.765,2,126,10.71,11.8472,10.9486
B2,-50.991,-0.409,2,48,11.1821,12.1067,12.1188
B2,-107.304,-10.195,2,19,7.18513,6.32238,4.6091
B2,-42.788,-17.678,2,85,7.83675,6.97337,5.05605
B2,-29.210,0.810,2,31,10.9088,10.3425,9.06993
B2,-93.767,-0.445,2,25,5.66396,5.76961,3.82356
B2,-72.590,13.713,2,38,9.55414,7.80205,4.99524
B2,-32.682,-8.385,2,100,12.0524,13.3382,13.335
B2,-86.672,-17.729,2,35,7.47441,6.95426,5.20825
B2,-17.107,8.780,2,21,11.6918,12.0356,11.2976
B2,17.968,19.573,2,52,11.8378,12.0913,12.1257
B2,-72.259,-36.064,2,48,8.16744,8.11196,6.02801
B2,-84.047,63.194,2,87,6.43228,6.40534,5.051
B2,-117.793,-14.931,2,46,4.90358,5.24283,3.44234
B2,-22.843,0.792,2,32,6.6222,5.72743,5.268
B2,-63.066,-12.801,2,74,11.3185,10.2749,10.0237
B2,-34.057,53.072,2,121,10.3996,9.97646,9.27541
B2,0.146,27.971,2,39,10.4859,9.81806,8.22917
B2,-28.538,-8.901,1,102,12.3966,12.3983,12.8864
B2,-92.623,-4.352,2,52,8.10053,8.02931,6.62579
B2,-93.946,-15.773,2,42,5.96601,4.93567,4.32106
B2,-106.191,-13.571,2,44,7.88102,7.40691,5.48905
B2,-56.506,18.544,2,105,11.1778,11.8772,11.6079
B2,-117.150,47.595,2,32,5.23832,4.57362,3.23879
B2,-38.718,2.123,2,73,10.5438,10.6588,9.23877
B2,-75.821,1.910,2,66,10.6549,10.7778,9.3497
B2,54.228,2.887,2,49,12.0569,11.088,8.8462
B2,-20.858,20.340,2,73,10.3021,9.91326,9.72385
B2,-57.802,30.886,2,72,11.635,11.9594,10.7162
B2,17.977,-8.929,2,34,12.3421,13.1851,13.5527
B2,-0.910,-31.934,2,66,11.5944,10.7945,9.97382
B2,42.468,55.231,2,51,11.9765,9.36693,8.56258
B2,-66.069,62.676,2,41,5.8822,5.16462,4.19396
B2,-36.835,2.176,1,43,9.94585,9.85406,9.64626
B2,-103.603,14.471,2,47,3.88104,3.90141,2.87466
B2,22.333,37.124,2,58,7.64492,6.30922,5.5203
B2,6.061,5.528,1,30,7.86883,7.60168,6.19591
B2,-102.762,-25.465,1,33,6.94334,6.33016,3.4207
B2,-7.034,-5.589,2,37,8.43531,8.55215,6.60101
B2,-121.273,-15.322,2,71,4.21373,4.10872,3.27222
B2,-91.503,17.768,1,42,4.50156,4.49143,3.3777
B2,-115.527,-10.549,2,29,4.46536,4.47775,3.1855
B2,-20.030,-2.329,2,47,11.1375,11.8471,12.0202
