Worker size,Energy (FA),Energy (MZ),Time (FA),CPU time (FA),Time (MZ),RMSD (FA),RMSD (AA),RMSD (AAS)
B2,-232.180,-67.066,2,4.79988,171,18.5005,17.08,12.2088
B2,-247.003,0.311,3,4.93637,177,19.8662,17.6387,13.325
B2,-240.367,-53.759,3,5.15232,218,22.5532,22.7139,17.3318
B2,-252.907,-71.730,3,4.84697,196,24.9929,23.688,16.6838
B2,-271.185,-64.385,3,4.88749,181,23.7447,24.1604,16.3585
B2,-187.813,-60.604,3,5.3131,246,21.4744,23.2212,17.8885
B2,-246.155,-33.569,3,4.88438,96,24.0883,23.9038,16.829
B2,-185.316,-16.332,3,4.84939,321,13.9278,12.6204,10.5372
B2,-246.508,-31.673,4,5.36571,279,22.2676,20.6626,14.8538
B2,-148.324,80.305,3,4.89184,218,24.3425,22.9845,16.8606
B2,-185.183,-65.498,3,4.74562,280,26.4977,24.9756,18.1519
B2,-266.404,-50.818,3,5.15505,127,22.4125,20.216,17.1832
B2,-246.334,-56.188,3,4.87609,163,11.6178,11.2608,8.7391
B2,-284.724,-30.896,3,4.73867,139,18.2453,17.9294,12.7549
B2,-264.256,-80.713,3,5.30531,230,14.4762,11.156,9.35717
B2,-230.717,1274.346,3,4.935,118,21.9806,21.6376,14.7721
B2,-249.382,-36.839,3,5.025,194,25.1579,21.7017,16.7149
B2,-237.129,-47.450,3,5.16437,176,20.4227,20.0519,14.4289
B2,-135.619,8.951,3,4.8901,389,15.2022,17.2947,14.1636
B2,-180.464,-20.258,3,4.98135,70,23.3447,22.6399,15.9581
B2,-266.586,-58.037,3,5.04286,221,21.0436,20.2474,15.3882
B2,-260.287,-60.686,2,4.93082,157,25.179,24.795,18.0195
B2,-212.517,-65.323,3,4.91425,145,24.0522,24.7706,17.0245
B2,-229.595,-46.675,4,5.24777,192,20.2962,19.9901,14.4404
B2,-251.117,-55.751,3,4.88485,124,21.0499,22.9197,16.6153
B2,-235.726,-31.132,3,4.99376,200,23.2227,21.1033,14.5647
B2,-250.653,-32.370,3,5.32278,59,21.0212,20.8022,14.9908
B2,-112.254,-44.613,3,4.9906,269,22.1626,23.662,16.2647
B2,-225.379,-71.638,3,4.98661,150,21.0501,19.0924,13.4886
B2,-163.010,-65.613,3,5.54988,148,15.2794,15.6654,11.7853
B2,-212.822,-52.301,3,4.8512,188,18.7484,18.2865,12.9831
B2,-249.123,-63.955,3,4.85971,194,21.3053,20.9132,15.8023
B2,-206.960,-44.536,3,5.26759,122,13.8524,13.6543,10.1642
B2,-259.102,-21.406,3,4.97448,202,21.657,19.6504,14.2117
B2,-231.019,-33.971,3,5.16833,86,22.3095,22.1991,19.1117
B2,-190.162,-26.731,3,5.42355,214,24.7567,23.9225,19.0885
B2,-250.086,-24.678,3,4.92105,128,16.3377,15.8287,12.2289
B2,-240.431,-70.818,3,5.11627,152,23.4186,23.3186,16.2346
B2,-250.126,-71.747,3,5.16002,285,19.2676,17.7048,12.725
B2,-156.320,-46.236,3,4.88716,250,23.9036,22.3827,16.9654
B2,-267.660,-46.751,3,5.19046,177,24.5942,22.8475,17.8628
B2,-176.431,-52.771,3,5.42657,274,17.1762,15.067,11.9721
B2,-247.148,-86.518,3,5.03386,142,25.7752,24.79,17.6733
B2,-241.004,-87.417,3,4.93262,183,16.8035,18.4404,12.734
B2,-244.607,-76.142,4,5.16241,139,18.3878,16.4955,12.3498
B2,-252.221,-37.112,3,4.87271,111,20.5505,20.5427,14.1269
B2,-215.897,-54.827,3,5.08701,168,20.7519,16.9669,13.5971
B2,-235.080,-34.013,3,4.99179,150,24.7286,19.9734,14.4838
B2,-208.075,-21.501,3,4.95112,197,24.7874,25.4376,17.3256
B2,-176.618,-18.957,3,5.3764,349,15.4203,13.4654,10.3421
B2,-205.030,-74.723,3,4.92916,246,25.6061,25.0918,18.7268
B2,-230.168,-48.126,3,4.95694,136,18.9395,20.5493,13.7593
B2,-250.743,-74.854,3,4.91817,285,23.3145,23.8957,17.5477
B2,-242.744,-58.700,3,5.04723,151,19.5308,20.2898,14.676
B2,-250.765,-40.094,3,5.1853,151,28.0799,27.8355,21.1293
B2,-272.661,-57.342,3,5.02101,234,19.2166,20.2914,14.6465
B2,-230.493,-70.568,3,5.06426,184,21.2156,17.0063,12.66
B2,-225.152,-50.045,3,5.08952,206,17.8961,17.6024,12.1373
B2,-211.563,-66.080,3,5.09801,302,22.6635,22.4623,15.1346
B2,-225.772,-18.018,3,4.83416,72,18.7141,18.483,12.1812
B2,-233.983,-34.721,3,5.17437,186,16.7073,15.7929,13.0816
B2,-251.927,-31.560,3,5.17447,206,22.5725,21.9634,15.1653
B2,-249.532,-56.512,3,5.0796,181,20.0762,19.3322,13.0316
B2,-223.703,-52.334,3,5.13298,152,15.9551,17.7134,12.8778
B2,-250.814,-72.455,4,5.28194,199,17.0274,19.8498,14.215
B2,-198.833,-41.823,3,5.00524,104,20.9648,20.7599,15.4395
B2,-198.582,-36.871,3,4.80937,148,24.2127,23.6634,19.9589
B2,-268.568,3609.031,3,5.19002,92,22.1944,19.5053,13.9504
B2,-241.462,-48.250,3,4.77787,179,25.2061,24.9346,16.8293
B2,-216.244,-63.789,3,5.08326,219,14.9155,12.5728,9.879
B2,-271.387,-40.882,3,5.32532,177,23.6579,20.8577,15.399
B2,-277.189,-12.471,3,4.92977,134,18.9883,19.9259,15.9078
B2,-224.167,-78.729,3,5.13193,215,16.2624,12.3347,10.074
B2,-217.680,-6.492,3,4.78312,264,24.6938,21.4259,15.6686
B2,-252.120,-57.136,3,4.9966,118,18.954,18.9748,14.4451
B2,-236.933,37.342,3,5.1581,196,22.0662,21.7641,15.6909
B2,-239.184,-50.154,3,5.39202,130,21.5819,20.7742,15.107
B2,-241.896,-56.154,3,4.88953,89,12.2901,12.2708,9.44924
B2,-228.159,-26.960,2,4.77681,89,21.4424,21.0815,16.0459
B2,-239.313,-85.289,3,5.14634,178,25.8559,22.1055,15.1142
B2,-260.763,-68.621,3,4.84824,184,18.8683,13.7279,10.6987
B2,-261.069,-50.742,3,5.04489,114,19.938,19.6735,14.3966
B2,-227.727,-52.877,4,5.17919,165,24.8172,23.8238,16.0969
B2,-205.947,-23.708,3,4.90391,224,12.591,12.1911,8.07251
B2,-249.708,-69.779,3,4.86248,195,27.1887,26.2626,16.7308
B2,-229.878,-27.064,3,5.21404,99,21.6254,21.3113,15.7898
B2,-240.563,-41.672,3,4.87539,198,27.4683,27.0063,20.6484
B2,-271.039,-81.335,3,4.82502,135,20.3195,20.969,14.2193
B2,-285.800,-67.496,3,5.15883,142,13.3096,13.0617,9.5141
B2,-236.815,-51.957,3,4.67275,122,19.6788,19.5972,13.9249
B2,-185.007,20.970,3,5.05281,212,18.5691,18.1713,12.6729
B2,-279.035,-80.784,3,5.31733,147,23.215,21.5274,14.4981
B2,-169.324,-81.023,3,4.96561,170,12.0597,11.3451,8.3964
B2,-252.624,-77.636,3,5.10156,170,24.0096,23.3993,16.3739
B2,-170.148,687.249,3,5.18791,289,20.0018,22.2377,16.3574
B2,-245.758,-79.575,3,4.80382,217,20.7723,20.9706,15.6226
B2,-253.975,-52.876,3,4.80032,132,27.1543,27.0362,20.2088
B2,-155.222,-71.818,4,5.35753,176,26.3768,24.8892,19.0703
B2,-198.469,8.108,3,4.85622,256,27.7405,24.8177,19.032
B2,-202.318,-70.029,3,5.21049,198,13.9421,15.9545,11.924
B2,-242.792,-79.551,4,5.3115,134,15.9355,15.5044,12.9882
B2,-267.998,-71.459,3,4.84107,175,26.4551,23.8996,18.0891
B2,-246.703,-70.894,3,4.98457,203,21.7059,19.3706,13.87
B2,-215.444,-48.465,3,5.09063,149,22.7582,23.7235,18.5046
B2,-244.117,-59.994,3,4.87302,203,15.9918,13.7769,9.95359
B2,-220.030,-40.012,3,5.01873,201,25.3558,25.6826,17.8758
B2,-239.288,-50.326,3,5.24836,188,17.1896,15.1507,11.8726
B2,-234.236,-76.241,3,4.89057,176,19.4206,20.6592,14.4311
B2,-273.649,-34.963,3,4.95009,164,20.2327,20.1399,14.7197
B2,-230.836,-70.231,3,5.34069,177,20.4238,18.7437,15.0565
B2,-229.766,-69.885,3,4.80566,133,15.3698,19.6993,12.4881
B2,-242.345,-10.067,3,4.96012,273,23.2046,23.1778,16.5901
B2,-231.413,-39.531,3,5.29326,220,17.2789,15.7577,11.6468
B2,-203.156,5.179,3,4.73787,147,15.8387,15.4598,12.3948
B2,-242.308,-37.045,3,5.02088,166,23.1929,22.6077,17.5042
B2,-279.936,-73.625,3,5.06981,160,20.5757,23.6185,16.3091
B2,-260.311,-63.548,3,4.75143,135,24.9076,22.4273,17.262
B2,-246.904,-62.170,3,4.9156,142,20.0964,21.5661,14.6224
B2,-244.800,-61.374,4,5.27784,112,25.8474,23.0296,16.3703
B2,-215.370,159.801,4,5.21801,181,23.5724,22.6596,18.9986
B2,-273.051,-9.211,3,5.07002,138,24.0507,23.6598,16.3477
B2,-150.504,-56.175,3,5.21004,188,18.9409,15.1826,10.3691
B2,-247.178,-63.405,3,4.88316,175,21.5921,18.376,14.8046
B2,-267.169,-72.127,3,4.84291,82,24.1105,23.8524,16.5775
B2,-225.371,-60.329,3,5.08396,137,24.4297,24.4644,17.851
B2,-247.507,-71.540,3,4.96288,159,22.2956,20.6269,14.8446
B2,-260.699,-39.889,3,5.13149,218,20.7617,17.763,14.0693
B2,-117.832,-7.906,3,5.216,158,16.3738,16.3235,13.2614
B2,-213.292,-46.892,3,4.83939,169,23.4637,23.0087,19.4391
B2,-138.182,-40.457,3,5.11798,101,17.8045,17.635,14.4752
B2,-236.040,-39.442,4,5.08514,212,21.9557,22.2759,16.1333
B2,-247.629,-34.289,3,5.02118,110,18.3067,16.3512,13.232
B2,-252.474,-68.881,3,4.99332,149,17.7385,19.4505,15.5752
B2,-234.749,-37.495,3,4.95683,210,25.1233,23.1315,18.2759
B2,-256.502,-81.975,3,4.75443,171,23.8908,23.6573,17.2702
B2,-290.477,-26.248,3,5.09332,149,19.4345,16.2238,12.1495
B2,-242.656,-66.046,3,4.94229,107,20.3458,20.2931,15.6294
B2,-201.038,-53.080,3,4.81024,152,23.3371,20.7892,16.492
B2,-210.120,-47.725,3,4.88208,120,22.0021,22.8229,17.342
B2,-218.301,-45.168,3,4.96327,193,20.8008,19.5352,13.2839
B2,-189.551,51.793,3,4.54703,177,22.6717,20.5826,14.991
B2,-161.301,-67.368,3,4.86585,177,16.37,16.1948,12.0785
B2,-199.380,-51.482,3,5.06323,100,20.9486,20.7775,13.8979
B2,-221.107,-56.071,4,4.99359,205,16.0258,11.4789,8.1
B2,-220.627,-35.135,3,5.03538,172,25.6341,26.6806,20.8828
B2,-229.211,-90.983,3,5.06773,247,25.7823,23.8833,17.6827
B2,-249.854,-15.866,3,4.85861,206,19.6227,17.9648,13.5528
B2,-225.783,-67.185,3,4.94943,157,26.0092,26.3057,19.6218
B2,-176.823,-21.586,3,5.15505,110,24.0982,23.889,15.483
B2,-250.398,-46.717,3,4.82191,143,24.7079,24.2662,16.9741
B2,-180.988,-40.015,3,5.0613,192,18.6941,19.1735,13.8634
B2,-227.029,-93.618,3,5.06512,131,23.087,21.8317,19.0538
B2,-224.163,-56.353,3,4.73726,209,15.8609,12.1508,9.91359
B2,-268.050,-46.134,3,5.03966,160,22.0868,22.5664,16.1937
B2,-174.028,-59.198,3,5.15241,221,17.5014,18.3111,13.1481
B2,-233.655,-51.853,2,4.80214,175,20.8901,21.4967,14.9784
B2,-273.438,-33.662,3,5.04122,207,20.3464,18.4836,13.4105
B2,-239.835,-14.415,4,5.13633,88,14.1806,13.6777,10.7498
B2,-248.729,-55.218,3,4.673,189,19.4366,16.9426,12.1101
B2,-208.310,-62.913,3,4.82146,141,20.2038,19.8307,15.1592
B2,-245.805,-28.920,4,5.30555,171,14.2072,9.98492,8.34088
B2,-239.183,1.899,3,4.96565,156,22.7032,22.5496,15.5367
B2,-268.106,-42.113,3,4.80159,151,26.9203,24.9711,17.9572
B2,-211.484,-43.611,3,5.28422,167,24.0439,26.4917,20.2073
B2,-239.085,-29.330,2,4.67131,184,21.0624,19.5969,13.8727
B2,-226.332,0.866,3,5.02762,208,14.5396,11.6512,10.2295
B2,-233.241,47.822,3,4.91519,167,18.6225,17.7338,11.4823
B2,-257.411,-58.856,3,4.7365,252,19.9883,17.8413,13.42
B2,-140.619,45.293,3,4.89712,144,26.1409,24.7441,16.9474
B2,-295.650,-1.416,3,5.09328,188,23.3248,21.9028,15.0445
B2,-221.105,-44.639,2,4.91027,90,24.4172,23.9744,16.1202
B2,-221.041,-73.530,4,5.30849,135,25.2708,24.0011,16.3749
B2,-205.511,-41.959,3,5.0312,143,20.5912,21.6532,15.5458
B2,-243.190,-53.696,3,5.01148,162,19.4663,18.3139,12.9841
B2,-234.411,-60.011,3,5.20072,114,19.1705,19.3263,13.1162
B2,-270.073,-74.395,3,4.79365,122,22.3301,21.3155,14.7814
B2,-258.978,-7.376,3,4.82401,145,22.8636,23.6496,16.7661
B2,-249.757,-82.616,3,5.08229,251,26.9581,20.7592,16.4192
B2,-231.205,-58.229,3,4.73178,174,26.0777,24.3299,19.3339
B2,-252.851,-46.585,3,4.97945,259,13.2624,11.27,6.88855
B2,-198.120,-23.554,3,5.40413,260,17.0988,17.9564,13.3031
B2,-235.756,-61.953,3,4.96283,133,25.9771,23.5622,17.3119
B2,-252.987,-57.616,3,5.02805,167,25.4325,23.2979,16.8877
B2,-231.218,-67.291,3,5.13228,122,23.7943,22.5661,16.1709
B2,-222.195,-35.816,3,4.87692,116,22.1666,22.5854,16.7385
B2,-229.864,-37.814,3,5.08469,188,19.7078,17.8429,13.382
B2,-228.482,-58.034,3,5.08025,127,20.3485,22.4422,14.993
B2,-285.479,-74.240,3,5.01018,139,15.7557,13.8768,10.8419
B2,-221.399,-52.235,3,5.18463,370,20.7998,23.7769,15.0232
B2,-238.691,-59.417,3,5.15412,210,15.0015,12.429,10.6774
B2,-259.497,-51.142,3,4.86121,129,26.5886,24.7186,16.7598
B2,-242.530,-76.592,3,5.29034,127,23.1401,19.6321,13.3182
B2,-214.434,-73.119,3,5.26944,177,22.2156,17.7652,14.1337
B2,-252.301,-53.283,3,4.88226,183,23.899,23.3498,18.4703
B2,-220.875,-82.632,3,5.0437,230,22.0534,18.9514,13.085
B2,-250.341,-73.174,3,5.08509,272,20.5841,22.7148,15.5545
B2,-209.008,-45.657,3,5.02999,253,17.3381,12.1392,10.3696
B2,-168.140,-51.198,3,5.1391,205,17.9105,16.1878,11.9749
B2,-228.711,-68.597,3,5.26354,286,16.298,16.6343,11.5127
B2,-228.031,-59.798,3,4.70925,182,21.6203,20.7721,13.5034
B2,-266.567,-86.662,3,5.20533,150,20.5914,20.4434,14.2729
B2,-182.297,-26.849,3,5.20374,232,16.1059,15.1215,11.1698
B2,-221.411,-76.984,3,4.93895,156,23.0179,21.2975,14.7694
B2,-191.885,-48.928,3,5.0594,244,27.6497,25.3406,19.2907
B2,-261.135,-60.762,3,5.33125,141,17.2214,14.6207,12.5016
B2,-257.613,6.770,2,4.9238,216,15.0149,14.9018,12.2732
B2,-255.765,-67.500,4,5.23811,155,20.753,20.4518,15.2643
B2,-146.726,-51.490,3,5.45129,232,14.9798,12.6206,9.67498
B2,-259.074,-72.664,3,4.98995,114,20.5226,22.0689,16.4577
B2,-264.928,-44.592,4,5.28459,206,17.0463,17.2455,13.7256
B2,-197.457,-40.655,3,5.23167,133,20.5215,20.0996,14.8106
B2,-263.086,-80.579,3,4.69284,153,21.5429,21.556,15.6354
B2,-254.638,-74.870,3,5.09527,109,23.7165,23.2591,17.0724
B2,-226.543,-28.559,3,5.12186,80,22.0592,22.1243,14.6512
B2,-211.620,-60.996,3,4.73407,200,21.1458,22.6745,17.4423
B2,-209.715,-83.440,3,5.23443,259,20.9858,21.3986,16.1428
B2,-198.212,-29.971,3,5.18297,243,21.1176,20.9276,16.6374
B2,-261.254,-27.565,3,5.00389,114,24.0345,23.2746,17.2629
B2,-284.617,-59.724,2,4.86802,213,15.6541,14.4056,11.7377
B2,-246.695,-83.162,3,5.09355,284,20.2796,21.969,16.4527
B2,-232.704,-72.137,3,4.91864,214,17.7098,18.8637,13.0334
B2,-274.495,-88.941,3,5.19083,222,20.148,18.543,13.9513
B2,-156.451,-98.772,3,5.15661,166,19.5769,18.2349,13.6815
B2,-245.404,-59.151,3,4.82877,147,28.2465,26.8017,19.5512
B2,-216.313,-24.407,3,5.08931,90,24.7965,24.2251,17.0745
B2,-234.167,-1.980,3,5.48187,144,15.4515,13.369,9.93539
B2,-260.697,-51.338,3,4.95951,161,21.8553,22.1389,16.3284
B2,-221.622,-42.519,3,5.07169,176,24.2292,21.3377,14.1632
B2,-251.976,-51.376,3,5.16396,246,21.343,21.1332,15.4814
B2,-239.575,-49.673,3,4.844,247,24.0256,23.7215,15.7691
B2,-224.290,-37.637,3,4.92035,105,21.7973,21.0999,19.1259
B2,-253.216,-90.680,3,5.19318,191,26.7237,25.5623,18.1507
B2,-229.923,-75.071,3,4.86166,157,23.2033,24.5975,17.0046
B2,-235.597,-30.297,3,5.18018,104,22.7533,22.3311,16.4746
B2,-175.829,-14.208,3,5.22306,160,25.8712,25.7491,19.8801
B2,-187.429,-71.035,2,4.7371,242,21.4657,25.4973,18.0045
B2,-271.545,-57.961,3,4.97249,120,20.3496,19.7297,13.9985
B2,-256.824,-65.986,3,5.39718,319,25.1671,25.1972,18.3273
B2,-270.078,68.811,3,4.89447,142,13.6389,12.4981,10.1361
B2,-256.831,-28.435,3,4.96078,153,23.9789,22.5125,16.6453
B2,-245.549,-33.168,3,5.24773,201,25.024,24.594,20.0972
B2,-232.084,-65.567,3,4.78318,102,20.5271,20.3758,17.1583
B2,-266.880,-65.656,3,5.10125,194,22.353,18.5502,13.9886
B2,-189.102,-54.747,4,5.34584,172,14.576,11.942,11.2391
B2,-253.344,-58.070,2,4.76297,93,13.7918,13.6893,10.6154
B2,-236.832,-64.800,3,5.05543,130,20.6042,21.92,14.645
B2,-207.060,-44.952,3,5.05304,245,22.0553,18.9464,15.8503
B2,-180.864,-65.335,3,4.67034,138,23.8211,21.8728,16.7984
B2,-242.246,-60.172,3,5.05678,228,24.1212,24.4806,18.4775
B2,-184.735,-1.032,4,5.12223,99,20.0759,20.1588,15.355
B2,-208.352,-9.326,3,4.81722,171,22.6774,20.1478,14.8195
B2,-255.040,-23.296,3,5.07603,181,20.0536,20.339,14.8287
B2,-274.683,-62.793,3,5.09068,157,17.6334,20.0609,13.8516
B2,-219.732,-46.364,3,4.86693,177,13.3489,13.5319,10.2163
B2,-235.771,-73.062,3,5.03429,271,16.5712,17.3192,13.5404
B2,-237.081,-42.444,3,5.18208,156,21.3528,20.822,14.3128
B2,-264.150,-29.528,3,4.69355,218,25.831,25.5543,19.0045
B2,-282.150,-96.261,3,5.30815,215,18.2645,16.3152,13.5637
B2,-241.524,-51.550,3,5.29627,108,18.29,18.4561,12.3715
B2,-174.797,-47.648,3,4.75787,213,15.9037,16.6618,11.8683
B2,-262.241,14.174,3,5.02052,144,25.3619,21.9165,16.9564
B2,-216.594,-42.582,3,5.08358,193,23.9411,23.5611,16.8441
B2,-219.208,-67.829,3,4.96534,182,20.2706,21.4111,14.1537
B2,-267.527,-53.727,3,5.10503,140,23.9234,22.8628,15.3714
B2,-137.285,27.621,3,5.22991,259,23.5149,22.8595,16.2379
B2,-250.981,-59.678,3,4.88369,210,25.1631,23.7593,17.4722
B2,-263.743,-49.150,3,5.1751,173,25.533,25.2948,17.3612
B2,-241.674,-42.743,3,5.00071,170,23.8593,24.0387,17.535
B2,-221.553,-13.402,3,4.96112,176,20.992,20.7881,15.5905
B2,-188.137,-60.102,4,5.20024,217,17.7439,16.1551,13.5049
B2,-252.886,-83.607,4,5.09413,141,24.8562,23.8526,16.3367
B2,-217.214,-3.721,3,4.87985,244,25.3719,22.8702,17.7923
B2,-218.287,-23.135,3,5.03094,135,15.2422,15.0191,10.9903
B2,-235.541,-26.042,3,5.12433,149,21.4901,21.2587,15.8482
B2,-200.737,-33.889,3,4.84524,93,23.1829,22.8493,16.4712
B2,-254.076,-67.838,3,4.97614,127,24.5829,23.7133,15.6709
B2,-226.676,-56.634,3,5.07144,182,27.4056,25.952,18.8083
B2,-198.031,-55.484,3,4.69262,265,16.409,15.3087,11.4945
B2,-216.714,-35.407,2,4.8867,115,21.6238,21.9111,15.248
B2,-245.475,-64.069,3,5.31558,200,23.2802,23.0356,15.5392
B2,-259.553,-79.509,3,4.923,165,17.7546,16.2031,12.6144
B2,-255.876,-70.710,3,5.04239,167,23.1719,22.4262,15.9147
B2,-198.707,-61.199,3,5.33367,200,17.4395,15.8066,12.7823
B2,-159.068,-39.112,3,5.03584,129,23.6476,23.4215,18.8395
B2,-231.374,-73.011,3,4.99347,150,25.5419,24.5166,17.7201
B2,-219.254,-63.393,3,5.11179,183,16.3469,16.176,13.1249
B2,-222.804,-42.003,3,4.88161,221,21.5061,22.7575,15.2969
B2,-170.684,-44.329,3,5.19124,319,19.2131,16.5202,12.5224
B2,-240.012,514202.000,3,5.37785,117,23.851,21.949,15.6075
B2,-247.611,-19.566,3,4.65127,161,22.8096,22.5435,16.6094
B2,-203.648,-23.424,3,5.01408,203,21.9739,19.4646,14.8725
B2,-242.623,-33.805,3,5.32117,154,15.4939,14.1369,10.0726
B2,-212.696,-44.344,3,4.83085,180,14.3611,17.143,13.5304
B2,-260.751,-29.198,3,4.97304,183,17.6689,18.8665,13.3058
B2,-204.411,-33.646,3,5.3203,172,11.3804,13.3771,9.51109
B2,-220.274,-56.285,2,4.79454,173,19.9329,20.8308,16.3292
B2,-256.904,-83.532,3,5.1685,148,23.0547,22.6425,15.7755
B2,-224.401,-39.639,3,5.26035,151,24.3043,25.4113,17.8385
B2,-219.507,-87.645,3,4.94203,170,10.2112,7.97064,6.06185
B2,-238.930,-55.136,3,4.98194,168,16.9036,16.4077,12.2107
B2,-271.247,-64.008,3,5.39525,143,19.4126,17.2474,12.4452
B2,-237.423,-66.240,3,4.89397,253,19.1765,19.5667,15.2533
B2,-175.296,-58.916,3,5.0272,241,25.0929,23.3553,17.2145
B2,-230.141,-43.847,3,5.15773,103,18.6694,18.6569,16.8116
B2,-229.880,-72.741,3,4.92924,135,22.1472,22.1772,16.9552
B2,-231.299,-64.106,3,4.85597,230,20.4648,20.1631,16.3143
B2,-242.688,-35.589,3,5.18487,98,27.3934,26.8967,16.5219
B2,-215.644,-71.310,3,4.81617,121,17.1123,15.3447,11.788
B2,-266.034,-82.666,3,5.09304,156,22.1892,21.0588,16.5974
B2,-245.995,-46.798,3,5.46876,182,21.3626,21.221,15.5759
B2,-220.711,-20.388,3,4.82295,58,25.1306,24.8918,17.9168
B2,-246.230,-37.110,3,5.2096,204,23.2169,20.6075,15.0369
B2,-242.171,-27.358,3,5.39647,82,21.9687,21.9104,15.3263
B2,-173.428,-68.612,2,4.89323,205,26.1038,26.6315,18.9377
B2,-235.393,-32.465,3,5.05647,107,15.4962,15.4,13.6482
B2,-263.561,15.874,3,5.36096,210,21.9045,22.0086,15.1735
B2,-237.205,-26.689,3,4.99008,153,21.8689,22.0093,16.0119
B2,-220.605,-82.702,3,5.10071,112,22.0475,22.3253,16.1525
B2,-173.557,-16.656,3,5.08789,146,23.8869,25.5819,18.8038
B2,-222.506,-32.054,3,4.85303,165,24.5679,24.0754,18.141
B2,-252.832,12.462,3,4.98118,127,20.0106,19.6685,14.1421
B2,-203.288,-14.217,3,5.14589,108,17.837,17.7321,15.0956
B2,-249.700,-18.438,2,4.77031,150,20.3329,20.267,12.9071
B2,-223.731,-68.241,3,5.0482,156,16.7935,16.72,12.672
B2,-192.014,-34.158,3,5.23312,161,19.0174,15.4512,13.3167
B2,-231.397,-10.355,3,4.75769,201,17.2277,16.606,12.829
B2,-238.580,-45.985,3,5.04184,132,24.1387,22.8241,16.472
B2,-201.159,-13.375,3,5.17908,240,21.519,21.2226,14.2684
B2,-259.406,-5.279,2,4.65973,172,23.6149,20.1914,13.839
B2,-244.086,-66.140,3,4.77403,142,22.2145,19.8768,16.121
B2,-241.263,-66.848,3,5.22345,204,21.0232,20.6748,13.9075
B2,-215.063,-69.430,3,4.64948,190,28.7724,26.0967,20.6765
B2,-268.401,-62.779,3,5.0198,182,25.6717,24.5804,19.9422
B2,-213.686,-35.886,3,5.16088,191,17.9031,19.3755,14.0549
B2,-256.612,-84.524,3,4.98895,233,24.0529,22.8227,16.7814
B2,-247.215,-80.703,3,4.85469,215,22.7227,22.1351,16.6408
B2,-225.806,-76.628,3,5.1392,234,18.2265,17.8536,14.1943
B2,-269.728,-58.517,3,4.72393,148,22.9458,23.2242,17.3461
B2,-262.834,-54.750,3,5.0348,80,20.9512,20.9733,14.1615
B2,-251.779,-78.415,4,5.37102,154,23.1896,22.4839,15.9073
B2,-236.112,-52.901,2,4.62685,151,22.2981,22.1001,16.0133
B2,-226.787,3.183,3,5.00478,171,14.1441,12.1907,10.4413
B2,-239.314,-44.963,3,5.02034,172,24.0995,22.992,15.2803
B2,-249.953,-49.756,3,4.98395,158,18.6183,13.6209,10.0388
B2,-237.542,-59.961,3,4.98604,153,24.3518,23.0493,16.6516
B2,-235.400,9.948,3,5.18459,144,27.0085,25.4585,19.279
B2,-259.638,-70.892,3,4.81103,190,16.4373,14.0754,11.5992
B2,-272.238,-79.572,3,4.82656,164,21.5518,20.171,14.4972
B2,-242.660,-80.398,3,5.21285,170,16.9249,17.2711,13.5728
B2,-233.698,-72.914,3,4.85585,103,19.6718,18.3673,13.505
B2,-237.347,13.613,3,5.01547,113,14.9341,15.2737,11.7876
B2,-260.250,-88.435,3,4.98628,115,22.9209,22.6906,15.9938
B2,-240.178,-74.793,3,4.82941,214,15.9423,14.8269,11.216
B2,-140.352,-56.791,3,5.07088,156,18.3089,18.1738,13.3526
B2,-227.294,-60.489,3,5.06324,177,24.7073,22.9048,15.6786
B2,-261.411,-43.496,3,4.73043,131,26.0678,25.3815,17.1857
B2,-225.990,-42.409,3,5.26267,89,20.8421,20.3075,15.2353
B2,-228.314,-99.061,3,5.24561,129,22.0774,21.8419,16.1386
B2,-248.629,-53.127,3,4.85206,129,21.7202,19.7826,13.5279
B2,-166.139,-59.518,3,4.99228,210,20.3334,22.9217,15.9823
B2,-251.699,-94.252,3,5.25091,163,23.6122,23.2115,16.0807
B2,-226.326,-50.972,3,4.68466,139,20.1965,20.3069,13.2293
B2,-228.720,25.036,3,5.03283,192,22.3638,22.2385,15.8811
B2,-165.549,-87.569,3,5.42264,248,26.6148,25.8169,20.9454
B2,-256.239,-70.388,3,4.79297,133,15.6331,15.8694,11.2137
B2,-197.271,-44.615,3,4.86086,210,16.5709,16.0711,10.8857
B2,-205.707,-51.493,3,5.30571,211,19.2609,18.8546,14.2166
B2,-233.292,-57.680,2,4.77158,166,17.5358,18.6547,13.0637
B2,-221.409,-70.076,3,5.14401,140,19.9726,15.1035,12.6418
B2,-234.882,-19.514,3,5.11198,236,18.7268,14.7108,12.1732
B2,-198.966,-35.409,3,4.8124,150,13.084,14.0598,11.4883
B2,-249.288,-58.262,3,5.05851,129,24.9261,24.1063,15.968
B2,-198.158,-34.991,3,5.07203,182,24.1727,23.9262,15.3204
B2,-250.451,-56.706,3,4.77213,160,23.1712,21.7253,17.2226
B2,-235.728,-45.418,3,4.88063,113,22.6103,22.5522,14.7668
B2,-241.905,-47.265,3,5.20215,116,26.7938,26.5556,19.858
B2,-220.568,-16.777,3,4.77839,204,26.7169,21.2338,17.9005
B2,-225.476,-48.608,2,4.84053,133,22.1265,23.459,17.9826
B2,-226.403,-70.231,3,5.38883,243,14.2131,15.9119,11.2311
B2,-268.209,-61.691,3,4.87643,171,19.9179,19.5621,13.7129
